Name,Enabled,DNSHostName,DistinguishedName,System,LastLogonDate,Laps,LapsExpirationDays,LapsExpirationTime
WKS-HQ-5902,TRUE,WKS-HQ-5902.sra.org.sz,"CN=WKS-HQ-5902,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 1909,2022/11/03 12:13,FALSE,,
WKS-COP-5903,TRUE,WKS-COP-5903.sra.org.sz,"CN=WKS-COP-5903,OU=Computers,OU=Mbabane_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/31 08:03,TRUE,14,2022/11/18 11:06
WKS-COP-5904,TRUE,WKS-COP-5904.sra.org.sz,"CN=WKS-COP-5904,OU=Computers,OU=Mbabane_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/26 08:07,TRUE,2,2022/11/06 14:48
WKS-COP-5906,TRUE,WKS-COP-5906.sra.org.sz,"CN=WKS-COP-5906,OU=Computers,OU=Mbabane_Service_Center,DC=sra,DC=org,DC=sz",Unknown,2022/10/31 05:36,TRUE,13,2022/11/17 13:53
WKS-COP-5907,TRUE,WKS-COP-5907.sra.org.sz,"CN=WKS-COP-5907,OU=Computers,OU=Mbabane_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/11/03 08:34,TRUE,13,2022/11/17 14:59
WKS-COP-5909,TRUE,WKS-COP-5909.sra.org.sz,"CN=WKS-COP-5909,OU=Computers,OU=Mbabane_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/30 20:05,TRUE,13,2022/11/18 07:53
WKS-COP-5908,TRUE,WKS-COP-5908.sra.org.sz,"CN=WKS-COP-5908,OU=Computers,OU=Mbabane_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/13 08:01,TRUE,-16,2022/10/19 08:06
WKS-HQ-6020,TRUE,WKS-HQ-6020.sra.org.sz,"CN=WKS-HQ-6020,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/11/02 09:09,TRUE,7,2022/11/11 10:56
WKS-HQ-6029,TRUE,WKS-HQ-6029.sra.org.sz,"CN=WKS-HQ-6029,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/28 08:09,TRUE,2,2022/11/06 12:11
WKS-HQ-6023,TRUE,WKS-HQ-6023.sra.org.sz,"CN=WKS-HQ-6023,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/11/04 08:07,TRUE,2,2022/11/06 12:05
WKS-HQ-6024,TRUE,WKS-HQ-6024.sra.org.sz,"CN=WKS-HQ-6024,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/31 06:21,TRUE,4,2022/11/09 07:46
WKS-HQ-6019,TRUE,WKS-HQ-6019.sra.org.sz,"CN=WKS-HQ-6019,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/25 06:17,TRUE,2,2022/11/06 18:43
WKS-HQ-6025,TRUE,WKS-HQ-6025.sra.org.sz,"CN=WKS-HQ-6025,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/27 13:34,TRUE,5,2022/11/09 09:18
WKS-HQ-6027,TRUE,WKS-HQ-6027.sra.org.sz,"CN=WKS-HQ-6027,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/26 11:04,TRUE,2,2022/11/06 12:06
WKS-HQ-6028,TRUE,WKS-HQ-6028.sra.org.sz,"CN=WKS-HQ-6028,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/31 08:08,TRUE,5,2022/11/09 14:47
WKS-MNZ-6031,TRUE,WKS-MNZ-6031.sra.org.sz,"CN=WKS-MNZ-6031,OU=Computers,OU=Manzini_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/27 17:25,TRUE,2,2022/11/06 15:11
LPT-HQ-5787,TRUE,LPT-HQ-5787.sra.org.sz,"CN=LPT-HQ-5787,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 08:14,FALSE,,
WKS-NGW-6035,TRUE,WKS-NGW-6035.sra.org.sz,"CN=WKS-NGW-6035,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/25 06:51,FALSE,,
WKS-HQ-6043,TRUE,WKS-HQ-6043.sra.org.sz,"CN=WKS-HQ-6043,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 08:01,FALSE,,
WKS-HQ-6056,TRUE,WKS-HQ-6056.sra.org.sz,"CN=WKS-HQ-6056,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/26 16:52,TRUE,1,2022/11/05 10:16
WKS-HQ-6052,TRUE,WKS-HQ-6052.sra.org.sz,"CN=WKS-HQ-6052,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:08,TRUE,16,2022/11/20 08:09
WKS-HQ-6053,TRUE,WKS-HQ-6053.sra.org.sz,"CN=WKS-HQ-6053,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/31 07:40,TRUE,16,2022/11/20 11:06
WKS-HQ-6054,TRUE,WKS-HQ-6054.sra.org.sz,"CN=WKS-HQ-6054,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/26 16:35,TRUE,12,2022/11/16 08:48
WKS-HQ-6055,TRUE,WKS-HQ-6055.sra.org.sz,"CN=WKS-HQ-6055,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/01 07:24,TRUE,4,2022/11/09 07:30
WKS-HQ-6060,TRUE,WKS-HQ-6060.sra.org.sz,"CN=WKS-HQ-6060,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/26 08:38,TRUE,5,2022/11/09 08:17
WKS-HQ-6059,TRUE,WKS-HQ-6059.sra.org.sz,"CN=WKS-HQ-6059,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/29 15:58,TRUE,5,2022/11/09 14:57
WKS-HQ-6058,TRUE,WKS-HQ-6058.sra.org.sz,"CN=WKS-HQ-6058,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/30 10:00,FALSE,,
WKS-HQ-6057,TRUE,WKS-HQ-6057.sra.org.sz,"CN=WKS-HQ-6057,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/27 06:40,TRUE,4,2022/11/09 07:13
WKS-NGW-6051,TRUE,WKS-NGW-6051.sra.org.sz,"CN=WKS-NGW-6051,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 08:39,TRUE,25,2022/11/29 09:29
WKS-HQ-6061,TRUE,WKS-HQ-6061.sra.org.sz,"CN=WKS-HQ-6061,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 14:02,TRUE,12,2022/11/16 08:29
WKS-HQ-6062,TRUE,WKS-HQ-6062.sra.org.sz,"CN=WKS-HQ-6062,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Unknown,2022/10/31 08:05,TRUE,2,2022/11/06 12:36
WKS-HQ-6063,TRUE,WKS-HQ-6063.sra.org.sz,"CN=WKS-HQ-6063,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/11/03 08:43,TRUE,2,2022/11/06 11:53
WKS-HQ-6064,TRUE,WKS-HQ-6064.sra.org.sz,"CN=WKS-HQ-6064,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Unknown,2022/10/27 07:59,TRUE,2,2022/11/06 12:29
WKS-HQ-6065,TRUE,WKS-HQ-6065.sra.org.sz,"CN=WKS-HQ-6065,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 07:58,TRUE,2,2022/11/06 16:46
WKS-ICD-5858,TRUE,WKS-ICD-5858.sra.org.sz,"CN=WKS-ICD-5858,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:25,FALSE,,
WKS-HQ-6048,TRUE,WKS-HQ-6048.sra.org.sz,"CN=WKS-HQ-6048,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/27 07:51,TRUE,3,2022/11/07 12:19
WKS-HQ-6046,TRUE,WKS-HQ-6046.sra.org.sz,"CN=WKS-HQ-6046,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/02 11:26,TRUE,14,2022/11/18 09:47
WKS-HQ-6049,TRUE,WKS-HQ-6049.sra.org.sz,"CN=WKS-HQ-6049,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/31 08:54,FALSE,,
WKS-HQ-6047,TRUE,WKS-HQ-6047.sra.org.sz,"CN=WKS-HQ-6047,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 11:34,FALSE,,
WKS-HQ-6050,TRUE,WKS-HQ-6050.sra.org.sz,"CN=WKS-HQ-6050,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/24 07:47,TRUE,14,2022/11/18 09:51
WKS-HQ-6040,TRUE,WKS-HQ-6040.sra.org.sz,"CN=WKS-HQ-6040,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/21 12:11,TRUE,2,2022/11/06 14:24
WKS-HQ-6039,TRUE,WKS-HQ-6039.sra.org.sz,"CN=WKS-HQ-6039,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/28 09:14,FALSE,,
WKS-HQ-6041,TRUE,WKS-HQ-6041.sra.org.sz,"CN=WKS-HQ-6041,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/30 20:35,FALSE,,
WKS-HQ-6045,TRUE,WKS-HQ-6045.sra.org.sz,"CN=WKS-HQ-6045,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/31 14:00,FALSE,,
WKS-HQ-6042,TRUE,WKS-HQ-6042.sra.org.sz,"CN=WKS-HQ-6042,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/30 10:41,FALSE,,
WKS-STW-6037,TRUE,WKS-STW-6037.sra.org.sz,"CN=WKS-STW-6037,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 2004,2022/10/13 14:00,TRUE,12,2022/11/16 12:12
WKS-HQ-6036,TRUE,WKS-HQ-6036.sra.org.sz,"CN=WKS-HQ-6036,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/11/01 00:38,TRUE,25,2022/11/29 09:49
WKS-HQ-6038,TRUE,WKS-HQ-6038.sra.org.sz,"CN=WKS-HQ-6038,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/02 13:10,TRUE,14,2022/11/18 09:45
AZUREADSSOACC,TRUE,,"CN=AZUREADSSOACC,CN=Computers,DC=sra,DC=org,DC=sz",Unknown,,FALSE,,
WKS-COP-5897,TRUE,WKS-COP-5897.sra.org.sz,"CN=WKS-COP-5897,OU=Computers,OU=Mbabane_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/11/03 09:48,TRUE,28,2022/12/02 08:43
WKS-NGW-5853,TRUE,WKS-NGW-5853.sra.org.sz,"CN=WKS-NGW-5853,OU=Computers,OU=Ngwenya_border,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/11/03 12:07,TRUE,14,2022/11/18 10:08
WKS-MAT-5852,TRUE,WKS-MAT-5852.sra.org.sz,"CN=WKS-MAT-5852,OU=Computers,OU=Matsamo_border,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/27 11:47,TRUE,13,2022/11/17 20:42
WKS-MAT-5851,TRUE,WKS-MAT-5851.sra.org.sz,"CN=WKS-MAT-5851,OU=Computers,OU=Matsamo_border,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/26 15:23,TRUE,13,2022/11/17 13:58
WKS-HQ-2706,TRUE,WKS-HQ-2706.sra.org.sz,"CN=WKS-HQ-2706,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Unknown,2022/10/28 15:11,TRUE,15,2022/11/19 19:59
WKS-MNZ-5850,TRUE,WKS-MNZ-5850.sra.org.sz,"CN=WKS-MNZ-5850,OU=Computers,OU=Manzini_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/27 09:10,TRUE,13,2022/11/17 12:10
DomainAdmins2,TRUE,,"CN=DomainAdmins2,CN=Computers,DC=sra,DC=org,DC=sz",Unknown,,FALSE,,
WKS-MHL-5848,TRUE,WKS-MHL-5848.sra.org.sz,"CN=WKS-MHL-5848,OU=Computers,OU=Mhlumeni_border,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/31 16:01,TRUE,13,2022/11/17 12:13
WKS-MHL-5849,TRUE,WKS-MHL-5849.sra.org.sz,"CN=WKS-MHL-5849,OU=Computers,OU=Mhlumeni_border,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/31 16:01,TRUE,13,2022/11/17 14:02
WKS-HQ-6017,TRUE,WKS-HQ-6017.sra.org.sz,"CN=WKS-HQ-6017,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/11/02 21:15,TRUE,2,2022/11/06 20:59
WKS-COP-5896,TRUE,WKS-COP-5896.sra.org.sz,"CN=WKS-COP-5896,OU=Computers,OU=Mbabane_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 2004,2022/11/03 08:00,TRUE,14,2022/11/18 10:53
WKS-HQ-5845,TRUE,WKS-HQ-5845.sra.org.sz,"CN=WKS-HQ-5845,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:08,TRUE,11,2022/11/16 07:43
WKS-HQ-5846,TRUE,WKS-HQ-5846.sra.org.sz,"CN=WKS-HQ-5846,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/11/03 09:43,TRUE,7,2022/11/11 08:36
WKS-HQ-5847,TRUE,WKS-HQ-5847.sra.org.sz,"CN=WKS-HQ-5847,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 08:07,TRUE,2,2022/11/06 12:54
LPT-HQ-5674,TRUE,LPT-HQ-5674.sra.org.sz,"CN=LPT-HQ-5674,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/11/03 11:32,TRUE,19,2022/11/23 10:13
KSK-COP-5841,TRUE,KSK-COP-5841.sra.org.sz,"CN=KSK-COP-5841,OU=Computers,OU=Mbabane_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 03:56,TRUE,18,2022/11/22 19:27
KSK-COP-5840,TRUE,KSK-COP-5840.sra.org.sz,"CN=KSK-COP-5840,OU=Computers,OU=Mbabane_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/29 13:51,TRUE,9,2022/11/13 19:37
WKS-MNZ-5838,TRUE,WKS-MNZ-5838.sra.org.sz,"CN=WKS-MNZ-5838,OU=Computers,OU=Manzini_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/26 17:22,TRUE,13,2022/11/17 15:38
SRAKSK-MNZ-5839,TRUE,SRAKSK-MNZ-5839.sra.org.sz,"CN=SRAKSK-MNZ-5839,OU=Computers,OU=Manzini_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 1909,2022/10/24 16:12,FALSE,,
KSK-MNZ-5837,TRUE,KSK-MNZ-5837.sra.org.sz,"CN=KSK-MNZ-5837,OU=Computers,OU=Manzini_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/28 14:16,TRUE,13,2022/11/17 13:52
KSK-MNZ-5836,TRUE,KSK-MNZ-5836.sra.org.sz,"CN=KSK-MNZ-5836,OU=Computers,OU=Manzini_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/01 22:09,TRUE,13,2022/11/17 13:30
KSK-MNZ-5834,TRUE,KSK-MNZ-5834.sra.org.sz,"CN=KSK-MNZ-5834,OU=Computers,OU=Manzini_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/26 13:11,TRUE,13,2022/11/17 13:29
KSK-MNZ-5835,TRUE,KSK-MNZ-5835.sra.org.sz,"CN=KSK-MNZ-5835,OU=Computers,OU=Manzini_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/01 02:07,TRUE,13,2022/11/17 14:16
WKS-HQ-5833,TRUE,WKS-HQ-5833.sra.org.sz,"CN=WKS-HQ-5833,OU=Computers,OU=Nhlangano_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/31 14:30,FALSE,,
WKS-TRN-2203,TRUE,WKS-TRN-2203.sra.org.sz,"CN=WKS-TRN-2203,OU=Training Computers,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 2004,2022/10/26 14:21,FALSE,,
WKS-TRN-2049,TRUE,WKS-TRN-2049.sra.org.sz,"CN=WKS-TRN-2049,OU=Training Computers,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 2004,2022/08/01 09:05,FALSE,,
WKS-TRN-2287,TRUE,WKS-TRN-2287.sra.org.sz,"CN=WKS-TRN-2287,OU=Training Computers,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 2004,2022/10/07 10:42,FALSE,,
WKS-TRN-2288,TRUE,WKS-TRN-2288.sra.org.sz,"CN=WKS-TRN-2288,OU=Training Computers,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 2004,2022/10/18 12:36,FALSE,,
WKS-TRN-2187,TRUE,WKS-TRN-2187.sra.org.sz,"CN=WKS-TRN-2187,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/18 12:26,TRUE,-7,2022/10/27 10:01
SRATBT-HQ-6185,TRUE,SRATBT-HQ-6185.sra.org.sz,"CN=SRATBT-HQ-6185,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 16:41,TRUE,19,2022/11/23 08:33
LPT-HQ-5822,TRUE,LPT-HQ-5822.sra.org.sz,"CN=LPT-HQ-5822,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 08:05,TRUE,14,2022/11/18 12:20
TBT-HQ-6186,TRUE,TBT-HQ-6186.sra.org.sz,"CN=TBT-HQ-6186,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 09:13,TRUE,16,2022/11/20 12:52
WKS-NGW-5844,TRUE,WKS-NGW-5844.sra.org.sz,"CN=WKS-NGW-5844,OU=Computers,OU=Ngwenya_border,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/11/02 15:37,TRUE,13,2022/11/17 15:57
WKS-NGW-5931,TRUE,WKS-NGW-5931.sra.org.sz,"CN=WKS-NGW-5931,OU=Computers,OU=Ngwenya_border,DC=sra,DC=org,DC=sz",Windows 10 21H1,2022/10/28 07:51,TRUE,13,2022/11/17 17:49
WKS-NGW-5830,TRUE,WKS-NGW-5830.sra.org.sz,"CN=WKS-NGW-5830,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 12:24,TRUE,7,2022/11/11 10:48
WKS-TRA-2451,TRUE,WKS-TRA-2451.sra.org.sz,"CN=WKS-TRA-2451,OU=Training Computers,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/26 14:36,TRUE,-86,2022/08/09 15:08
WKS-HQ-2414,TRUE,WKS-HQ-2414.sra.org.sz,"CN=WKS-HQ-2414,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/09/29 09:46,FALSE,,
SRASRV-DC02,TRUE,SRASRV-DC02.sra.org.sz,"CN=SRASRV-DC02,OU=Domain Controllers,DC=sra,DC=org,DC=sz",Windows Server 2019 Standard,2022/10/28 12:24,FALSE,,
LPT-HQ-5821,TRUE,LPT-HQ-5821.sra.org.sz,"CN=LPT-HQ-5821,OU=ICT,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:13,TRUE,2,2022/11/06 09:30
WKS-HQ-5831,TRUE,WKS-HQ-5831.sra.org.sz,"CN=WKS-HQ-5831,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 07:09,TRUE,2,2022/11/06 09:41
LPT-HQ-5817,TRUE,LPT-HQ-5817.sra.org.sz,"CN=LPT-HQ-5817,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 07:54,TRUE,2,2022/11/06 10:18
WKS-KM3-6270,TRUE,WKS-KM3-6270.sra.org.sz,"CN=WKS-KM3-6270,OU=Computers,OU=KM3,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/17 10:55,TRUE,1,2022/11/05 08:26
WKS-COP-6271,TRUE,WKS-COP-6271.sra.org.sz,"CN=WKS-COP-6271,OU=Computers,OU=Mbabane_Service_Center,DC=sra,DC=org,DC=sz",Windows 11,2022/11/03 08:36,TRUE,14,2022/11/18 09:48
WKS-NHL-6272,TRUE,WKS-NHL-6272.sra.org.sz,"CN=WKS-NHL-6272,OU=Computers,OU=Nhlangano_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 10:46,TRUE,20,2022/11/24 08:09
KSK-MTS-6274,TRUE,KSK-MTS-6274.sra.org.sz,"CN=KSK-MTS-6274,OU=Computers,OU=Matsapha_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 10:30,TRUE,13,2022/11/17 13:27
KSK-MTS-6263,TRUE,KSK-MTS-6263.sra.org.sz,"CN=KSK-MTS-6263,OU=Computers,OU=Matsapha_Service_Center,DC=sra,DC=org,DC=sz",Unknown,2022/10/27 08:33,TRUE,14,2022/11/18 11:37
KSK-MTS-6265,TRUE,KSK-MTS-6265.sra.org.sz,"CN=KSK-MTS-6265,OU=Computers,OU=Matsapha_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 18:30,TRUE,13,2022/11/17 13:43
KSK-MTS-6264,TRUE,KSK-MTS-6264.sra.org.sz,"CN=KSK-MTS-6264,OU=Computers,OU=Matsapha_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/30 16:13,TRUE,13,2022/11/17 14:37
WKS-COP-6267,TRUE,WKS-COP-6267.sra.org.sz,"CN=WKS-COP-6267,OU=Computers,OU=Mbabane_Service_Center,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 08:08,TRUE,13,2022/11/18 08:06
KSK-MTS-6268,TRUE,KSK-MTS-6268.sra.org.sz,"CN=KSK-MTS-6268,OU=Computers,OU=Matsapha_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/28 16:12,TRUE,13,2022/11/17 14:07
WKS-HQ-6266,TRUE,WKS-HQ-6266.sra.org.sz,"CN=WKS-HQ-6266,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/25 23:06,TRUE,3,2022/11/07 15:12
LPT-HQ-6407,TRUE,LPT-HQ-6407.sra.org.sz,"CN=LPT-HQ-6407,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 09:06,TRUE,14,2022/11/18 10:12
LPT-HQ-6406,TRUE,LPT-HQ-6406.sra.org.sz,"CN=LPT-HQ-6406,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 2004,2022/10/30 16:14,TRUE,17,2022/11/21 15:22
LPT-HQ-6404,TRUE,LPT-HQ-6404.sra.org.sz,"CN=LPT-HQ-6404,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Unknown,2022/10/31 07:36,TRUE,9,2022/11/13 09:49
LPT-HQ-6405,TRUE,LPT-HQ-6405.sra.org.sz,"CN=LPT-HQ-6405,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 2004,2022/10/31 07:55,TRUE,2,2022/11/06 11:17
SRASRV-ASYTST00,TRUE,SRASRV-ASYTST00.sra.org.sz,"CN=SRASRV-ASYTST00,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2019 Standard,2022/10/16 03:48,FALSE,,
SRASRV-ASYTST01,TRUE,SRASRV-ASYTST01.sra.org.sz,"CN=SRASRV-ASYTST01,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2019 Standard,2022/10/25 10:36,FALSE,,
SRASRV-ASYTRN01,TRUE,SRASRV-ASYTRN01.sra.org.sz,"CN=SRASRV-ASYTRN01,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2019 Standard,2022/10/29 09:56,FALSE,,
KSK-MNZ-2465,TRUE,KSK-MNZ-2465.sra.org.sz,"CN=KSK-MNZ-2465,OU=Computers,OU=Manzini_Service_Center,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/27 07:06,TRUE,14,2022/11/18 14:19
SRASRV-ORION02,TRUE,SRASRV-ORION02.sra.org.sz,"CN=SRASRV-ORION02,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2019 Datacenter,2022/10/31 07:53,FALSE,,
LPT-HQ-6451,TRUE,LPT-HQ-6451.sra.org.sz,"CN=LPT-HQ-6451,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/27 09:32,TRUE,4,2022/11/09 07:46
LPT-HQ-6450,TRUE,LPT-HQ-6450.sra.org.sz,"CN=LPT-HQ-6450,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 2004,2022/10/31 08:14,TRUE,12,2022/11/16 09:22
SRASRV-ENTRPRNT,TRUE,SRASRV-ENTRPRNT.sra.org.sz,"CN=SRASRV-ENTRPRNT,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2019 Standard,2022/11/03 05:53,FALSE,,
LPT-HQ-6448,TRUE,LPT-HQ-6448.sra.org.sz,"CN=LPT-HQ-6448,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/11/03 09:11,TRUE,8,2022/11/12 08:16
